GuestID,AllInclusive,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,Churned,SharedRoom,PromoCodeUsed,DaysSinceEmail_Decile
988773,1.0,0.0,0.0,,0.0,0.0,0.0,581,1,234,0,0,2,6
644143,1.0,0.0,,,0.0,0.0,0.0,2351,4,21,1,0,0,0
592127,0.0,0.0,282.0,8.0,337.0,0.0,0.0,1224,1,298,0,0,0,8
784743,0.0,0.0,0.0,1531.0,0.0,369.0,2969.0,4836,5,179,0,0,2,4
745690,0.0,1.0,13.0,196.0,3.0,0.0,12323.0,8628,4,175,0,0,0,4
955566,0.0,0.0,1763.0,0.0,11.0,0.0,0.0,3937,1,181,0,0,2,4
207479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8304,1,209,1,0,2,5
270576,0.0,0.0,852.0,48.0,0.0,7.0,0.0,5233,3,279,0,0,2,7
610128,0.0,0.0,0.0,143.0,1632.0,3.0,756.0,1341,2,22,1,0,1,0
702233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3159,1,193,1,0,0,5
772321,0.0,1.0,0.0,5473.0,0.0,703.0,6381.0,9870,5,6,0,0,0,0
607668,0.0,0.0,0.0,4634.0,8.0,616.0,0.0,7921,5,245,1,0,0,6
351934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1511,2,108,1,1,0,2
522511,0.0,0.0,0.0,669.0,121.0,0.0,56.0,2524,4,26,1,0,0,0
396492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9580,5,204,1,0,0,5
339535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9244,5,131,1,0,0,3
651556,0.0,0.0,0.0,0.0,619.0,0.0,142.0,8186,5,335,0,0,1,9
999900,0.0,0.0,0.0,0.0,902.0,0.0,0.0,2998,3,322,0,0,2,8
864870,1.0,0.0,,0.0,0.0,0.0,0.0,5622,3,303,1,0,1,8
835541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4594,3,123,1,0,0,3
686706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4318,1,208,1,0,2,5
147608,0.0,0.0,0.0,4342.0,0.0,,36.0,8975,2,114,1,0,1,3
295554,0.0,0.0,0.0,381.0,142.0,0.0,261.0,4903,1,105,0,0,0,2
412398,0.0,0.0,0.0,0.0,717.0,0.0,0.0,4592,3,4,1,0,2,0
679996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4757,5,178,0,0,1,4
476758,1.0,0.0,0.0,0.0,0.0,0.0,,529,1,303,1,0,1,8
195027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9300,5,153,1,0,0,4
290603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3639,3,331,1,0,0,9
613385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6099,4,300,1,0,2,8
222623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9170,3,309,1,0,0,8
630004,1.0,0.0,0.0,0.0,0.0,,0.0,2296,5,257,1,0,0,7
673501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2678,3,82,1,0,1,2
725292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5708,4,239,1,0,0,6
545734,0.0,0.0,0.0,3.0,486.0,0.0,228.0,3956,3,134,1,0,1,3
552973,0.0,0.0,324.0,,116.0,0.0,0.0,4629,4,0,0,0,0,0
233451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8740,3,138,1,0,2,3
237622,0.0,0.0,1535.0,0.0,340.0,0.0,723.0,6394,4,186,0,0,1,5
367764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9167,5,151,1,0,2,4
476478,0.0,0.0,520.0,0.0,139.0,0.0,77.0,9937,5,116,0,0,2,3
933578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9805,1,340,1,0,0,9
808948,0.0,0.0,2.0,0.0,7.0,2.0,547.0,2572,2,313,0,0,1,8
930484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,974,5,224,1,0,1,6
549136,0.0,0.0,,0.0,1994.0,0.0,677.0,9303,1,275,0,0,2,7
958810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6898,4,13,0,0,0,0
201412,0.0,0.0,0.0,6506.0,0.0,764.0,431226.3678884860,5782,1,16,1,0,0,0
839873,0.0,0.0,1664.0,0.0,,0.0,0.0,545,5,98,0,0,1,2
795955,0.0,0.0,295.0,1575.0,19.0,515.0,0.0,3579,4,202,0,0,0,5
200660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1157,5,24,1,0,2,0
210573,0.0,0.0,158.0,787.0,2820.0,,86.0,55,2,110,1,0,0,2
317824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019,1,351,0,0,0,9
492900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8372,2,178,1,0,0,4
519249,1.0,0.0,,0.0,0.0,0.0,0.0,514,2,218,1,0,0,5
974839,0.0,0.0,781.0,0.0,33.0,,0.0,849,2,296,1,0,0,8
557520,0.0,0.0,0.0,2.0,72.0,554.0,143.0,9180,3,270,0,0,1,7
327562,1.0,,0.0,0.0,0.0,0.0,0.0,7805,4,266,1,0,2,7
704690,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2613,2,132,1,0,0,3
756861,1.0,0.0,0.0,587112.1455846470,0.0,0.0,0.0,1529,4,4,0,0,0,0
682664,0.0,0.0,1049.0,31.0,227.0,2.0,0.0,6649,3,126,0,0,0,3
197497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2065,2,13,1,0,1,0
794060,0.0,0.0,0.0,0.0,0.0,10.0,761.0,9262,3,154,0,0,0,4
895941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063,4,101,0,0,2,2
953209,0.0,0.0,0.0,,0.0,274.0,2056.0,7229,1,214,0,0,1,5
632572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6861,3,240,1,0,2,6
516801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3609,3,166,1,0,0,4
818385,0.0,0.0,0.0,266.0,0.0,1254.0,197.0,853,1,144,0,0,2,3
229108,1.0,0.0,0.0,0.0,0.0,,0.0,964,1,216,1,0,0,5
651209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7744,2,182,1,0,0,4
303904,0.0,0.0,198.0,0.0,591.0,0.0,164.0,1475,3,199,1,0,2,5
314245,0.0,0.0,0.0,,0.0,0.0,0.0,2544,5,352,1,0,1,9
346090,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9772,4,16,1,0,0,0
664539,0.0,0.0,741.0,0.0,31.0,0.0,36.0,9800,4,307,0,0,0,8
680019,0.0,0.0,0.0,1.0,34.0,0.0,774.0,6842,2,271,0,0,0,7
817042,0.0,0.0,1269.0,9.0,0.0,0.0,0.0,1471,1,310,0,0,0,8
392679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2584,3,25,0,0,1,0
979351,0.0,0.0,23.0,0.0,0.0,,17.0,6230,5,266,0,0,1,7
618162,0.0,0.0,121.0,0.0,0.0,274.0,907.0,915,2,304,0,0,0,8
884332,0.0,0.0,80.0,3707.0,0.0,1465.0,1320.0,1271,3,364,0,0,1,9
235877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7790,5,321,1,0,0,8
363671,0.0,0.0,,93.0,0.0,0.0,0.0,7761,1,1,0,0,0,0
831403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9090,3,250,1,0,0,6
693899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5600,2,234,1,0,0,6
682464,0.0,0.0,590.0,0.0,339121.06797003000,363.0,0.0,960,5,275,0,0,2,7
766131,0.0,0.0,0.0,,719.0,274.0,0.0,5656,5,16,0,0,2,0
930278,0.0,0.0,1781.0,0.0,654.0,580.0,0.0,1056,4,125,0,0,0,3
396278,0.0,0.0,741.0,0.0,1028.0,0.0,0.0,157,1,349,0,0,0,9
542259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458,3,155,1,0,1,4
849646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,4,194,0,0,1,5
946330,0.0,0.0,160.0,20.0,39.0,552.0,1.0,4364,2,238,0,0,0,6
356763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4858,3,173,0,0,1,4
352103,0.0,0.0,0.0,,0.0,0.0,0.0,7753,3,238,1,0,0,6
154122,1.0,0.0,,0.0,0.0,0.0,0.0,9516,4,96,0,0,1,2
151005,0.0,0.0,0.0,,422.0,0.0,0.0,7645,4,248,1,0,0,6
518680,0.0,0.0,3.0,0.0,33.0,769.0,0.0,1751,4,332,1,0,0,9
645067,0.0,0.0,142.0,1307.0,0.0,0.0,0.0,3964,3,361,0,0,1,9
861406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9814,2,350,0,0,2,9
662090,0.0,1.0,435.0,22.0,1435.0,4.0,0.0,5432,5,149,1,0,2,4
784064,0.0,0.0,238.0,156.0,3.0,2.0,324.0,9023,5,345,0,0,2,9
817171,0.0,0.0,21.0,0.0,1564.0,0.0,1.0,992,2,82,1,1,0,2
554455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7591,4,48,0,0,2,1
418896,,0.0,0.0,0.0,0.0,0.0,0.0,4601,5,97,1,0,2,2
519832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7880,1,121,0,0,1,3
949135,0.0,0.0,758.0,0.0,46.0,0.0,0.0,8403,3,67,0,0,2,1
769607,0.0,0.0,102.0,3.0,186.0,2287.0,0.0,2212,4,357,0,0,2,9
495231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2316,3,223,1,0,0,6
492464,,0.0,3478.0,10.0,0.0,105.0,2383.0,3724,2,136,0,0,2,3
508771,0.0,0.0,2147.0,0.0,191.0,59.0,0.0,7011,4,54,0,0,0,1
248667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3563,2,215,1,0,2,5
336283,0.0,0.0,590.0,0.0,1.0,168.0,16.0,2418,2,83,0,0,1,2
551107,0.0,0.0,47.0,0.0,0.0,0.0,2711.0,4295,3,326,0,0,2,8
719190,0.0,0.0,0.0,508.0,334.0,0.0,46.0,2584,1,140,1,0,0,3
403927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8987,1,65,0,0,2,1
637426,0.0,0.0,0.0,432.0,0.0,3003.0,0.0,4515,5,312,0,0,0,8
189229,1.0,,0.0,,0.0,0.0,0.0,8033,5,262,1,0,0,7
505127,0.0,0.0,817.0,0.0,617.0,0.0,0.0,9022,5,106,0,0,1,2
613354,0.0,0.0,0.0,0.0,0.0,6.0,607.0,2668,4,57,0,0,0,1
972501,0.0,0.0,487.0,0.0,195.0,0.0,7.0,9465,5,104,1,0,2,2
364095,0.0,0.0,574.0,0.0,4940.0,1831.0,2.0,798,3,82,0,0,1,2
604155,0.0,0.0,271.0,0.0,2251.0,117.0,0.0,4149,2,107,1,0,2,2
470436,0.0,0.0,482.0,0.0,884.0,0.0,30.0,404,4,100,0,0,1,2
206531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,994,3,86,1,0,1,2
258994,0.0,0.0,1489.0,2.0,126.0,460.0,72.0,88,2,217,0,0,2,5
320385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5892,2,308,1,0,1,8
682050,0.0,0.0,746.0,0.0,2.0,0.0,11.0,6077,2,223,0,0,1,6
116078,0.0,0.0,43.0,0.0,0.0,1893.0,119.0,713,3,50,0,0,1,1
520910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4062,3,30,0,0,1,0
245094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,346,5,251,0,0,1,6
923593,0.0,0.0,,0.0,0.0,0.0,0.0,9964,3,94,0,0,2,2
335210,0.0,0.0,254.0,0.0,10.0,180.0,0.0,1524,2,308,0,0,1,8
381732,1.0,0.0,0.0,0.0,0.0,447858.8466829930,0.0,7353,1,135,0,0,1,3
810107,0.0,0.0,492.0,0.0,13.0,55.0,0.0,7601,1,310,0,0,0,8
256098,0.0,0.0,862.0,0.0,5.0,2032.0,0.0,4182,1,338,0,0,0,9
450877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500,4,1,1,0,2,0
768248,0.0,0.0,27.0,0.0,32.0,725.0,0.0,487,1,195,0,0,1,5
243235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4124,1,126,1,0,0,3
471836,0.0,0.0,18.0,2669.0,0.0,1229.0,,6304,3,271,0,0,0,7
949738,0.0,0.0,1113.0,1650.0,0.0,194.0,510.0,9722,4,347,1,0,0,9
151208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2106,2,323,1,0,2,8
346305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2156,1,150,1,0,0,4
405855,,0.0,0.0,0.0,0.0,0.0,0.0,9264,2,114,1,0,2,3
747519,0.0,0.0,828.0,25.0,545.0,107.0,0.0,4753,3,342,0,0,2,9
587268,0.0,0.0,98.0,499.0,0.0,142.0,52.0,3600,3,158,0,0,1,4
983815,0.0,0.0,0.0,47.0,0.0,263.0,384.0,7166,4,58,1,0,0,1
810988,0.0,0.0,3.0,34.0,600.0,0.0,8.0,2961,5,123,0,0,1,3
215011,0.0,0.0,0.0,180.0,0.0,778.0,4973.0,9978,3,39,0,0,1,0
537463,0.0,0.0,0.0,4616.0,339.0,2008.0,403626.4826378560,5168,5,68,1,0,0,1
228315,0.0,0.0,0.0,0.0,0.0,0.0,,5216,4,126,1,0,2,3
387004,0.0,0.0,806.0,100.0,9.0,,47.0,7857,5,157,0,0,1,4
884284,0.0,0.0,0.0,0.0,0.0,7.0,782.0,6989,4,354,0,0,1,9
343784,0.0,0.0,266.0,4.0,1.0,0.0,452.0,8999,2,157,0,0,1,4
683306,0.0,0.0,42.0,606.0,1.0,38.0,100.0,1531,3,253,0,0,2,6
722260,1.0,0.0,0.0,0.0,164882.1373602830,0.0,0.0,7037,3,239,1,0,0,6
587680,0.0,0.0,1109.0,0.0,0.0,0.0,0.0,109,5,20,0,0,2,0
237791,1.0,0.0,0.0,,0.0,0.0,0.0,7303,2,199,1,0,0,5
504922,0.0,0.0,0.0,12.0,580.0,0.0,79.0,8737,1,127,0,0,2,3
964034,0.0,0.0,0.0,1678.0,0.0,36.0,3128.0,5171,4,121,0,0,0,3
563338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7616,4,334,1,0,1,9
609397,0.0,0.0,88.0,0.0,719.0,88.0,0.0,9010,5,164,1,0,0,4
427796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2438,4,206,0,0,2,5
973358,0.0,0.0,37.0,0.0,644.0,0.0,177.0,6123,1,130,1,0,0,3
593073,0.0,0.0,0.0,1.0,0.0,664.0,19.0,4818,3,154,0,0,2,4
378781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,1,29,1,0,0,0
370716,0.0,0.0,20.0,0.0,0.0,769.0,0.0,8367,1,285,0,0,2,7
970239,1.0,0.0,0.0,0.0,0.0,,0.0,7623,4,7,1,0,0,0
532452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8836,2,208,0,0,2,5
741704,0.0,0.0,143.0,47.0,0.0,717.0,87.0,6335,5,169,0,0,1,4
767273,0.0,0.0,834.0,0.0,28.0,117.0,41.0,6281,3,81,0,0,2,2
666045,0.0,0.0,158.0,0.0,476.0,0.0,26.0,6349,4,90,0,0,2,2
651482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8225,3,309,1,0,0,8
516372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,682,2,236,1,0,0,6
770425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1768,3,251,1,0,0,6
959442,0.0,0.0,0.0,3448.0,0.0,737.0,2193.0,2248,1,323,0,0,0,8
486277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9174,1,305,1,0,2,8
866210,0.0,0.0,1200.0,0.0,38.0,48.0,0.0,4080,2,100,0,0,0,2
395496,0.0,0.0,0.0,354.0,0.0,376287.2360310660,0.0,691,3,37,1,0,1,0
520358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,303,5,114,1,0,0,3
366058,1.0,0.0,,,0.0,0.0,0.0,5640,1,274,0,1,1,7
121169,0.0,0.0,0.0,0.0,885.0,0.0,0.0,6090,5,16,1,0,0,0
487009,0.0,0.0,26.0,2898.0,9.0,0.0,40.0,8707,3,244,1,0,2,6
216411,0.0,0.0,0.0,18.0,30.0,0.0,832.0,7996,3,346,0,0,0,9
626934,0.0,0.0,717.0,0.0,84.0,0.0,0.0,1451,3,360,0,0,2,9
954963,0.0,0.0,127.0,76.0,976.0,118.0,0.0,8486,5,307,0,0,0,8
295514,0.0,0.0,,20.0,157.0,21.0,689.0,5169,3,357,0,0,0,9
653871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6974,2,338,1,0,0,9
233755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49,1,181,1,0,0,4
371685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2253,4,244,1,0,1,6
152562,1.0,0.0,,0.0,0.0,0.0,0.0,6900,4,329,0,0,1,8
842604,0.0,0.0,13.0,0.0,0.0,679.0,0.0,6808,1,155,0,0,0,4
515124,1.0,0.0,0.0,,0.0,0.0,0.0,9396,2,174,1,0,1,4
908634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7248,3,26,1,0,0,0
530295,0.0,0.0,17.0,0.0,784.0,0.0,2.0,9563,3,214,1,1,2,5
630840,0.0,0.0,2445.0,419890.7935440620,0.0,704.0,20.0,3215,4,333,0,0,0,9
537026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1979,3,144,1,0,0,3
836830,0.0,0.0,0.0,912.0,82.0,5.0,0.0,9474,5,302,0,0,1,8
608577,0.0,0.0,571.0,0.0,0.0,277.0,0.0,6134,5,27,0,0,1,0
939908,0.0,0.0,1046.0,573256.0662280360,0.0,1.0,0.0,8774,1,110,0,0,2,2
642537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,453,4,300,1,0,0,8
736401,0.0,0.0,659.0,0.0,2316.0,0.0,23.0,3404,1,230,1,0,1,6
616393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8803,5,78,1,0,2,2
