GuestID,PromoCode,Region,AllInclusive,PackageType,Age,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned,BookingYear,BookingMonth,BookingDayOfWeek,BookingIsWeekend,DaysSinceFirstBooking,RoomBuilding,RoomNumber,RoomSection,RoomFloor,RoomOnFloor,RoomPositionInBuilding,AgeKnown,RoomService_log,Dining_log,Retail_log,Spa_log,Entertainment_log,TotalSpend,TotalSpend_log,SpendCategories,RoomService_share,Dining_share,Retail_share,Spa_share,Entertainment_share,Region_PackageType,PromoCode_missing,Region_missing,AllInclusive_missing
763768,PromoA,AsiaPacific,0.0,Relaxation,22.0,0.0,0,0,0,0,0,1465,1,142,Mobile,Young,Google,0,2024,2,5,1,412,E,252.0,P,2,52,0.4144736842105263,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,0,0,0
935778,PromoA,Americas,0.0,Relaxation,19.0,0.0,16,1739,9,5,8,3416,1,322,Mobile,Young,Google,1,2024,12,5,1,713,G,1436.0,S,14,36,0.9528865295288653,1,2.833213344056216,7.461640392208575,2.302585092994046,1.791759469228055,2.1972245773362196,1777,7.48324441607385,5,0.009003939223410242,0.9786156443444006,0.005064715813168261,0.0028137310073157004,0.004501969611705121,Americas__Relaxation,0,0,0
478782,PromoA,Europe,0.0,Adventure,39.0,0.0,0,509,0,1528,509,869,4,219,Website,Middle,TV,0,2024,5,4,0,509,C,69.0,P,0,69,0.20175438596491227,1,0.0,6.234410725718371,0.0,7.332369205929062,6.234410725718371,2546,7.842671474979457,3,0.0,0.19992144540455617,0.0,0.6001571091908877,0.19992144540455617,Europe__Adventure,0,0,0
358802,,Europe,1.0,Adventure,15.0,0.0,0,0,0,0,0,5515,4,68,Corporate,Minor,TripAdvisor,1,2024,12,0,0,701,B,75.0,S,0,75,0.21246458923512748,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Adventure,1,0,0
605619,PromoB,Americas,0.0,Relaxation,47.0,0.0,0,61,805,0,216,2240,4,134,Mobile,Senior,Facebook,1,2024,11,4,0,684,F,1535.0,P,15,35,0.8108821975699947,1,0.0,4.127134385045092,6.692083742506628,0.0,5.37989735354046,1082,6.9874902470009905,3,0.0,0.056377079482439925,0.743992606284658,0.0,0.19963031423290203,Americas__Relaxation,0,0,0
415732,,Americas,0.0,Relaxation,9.0,0.0,0,0,0,0,0,3727,2,256,Mobile,Minor,Google,1,2023,6,3,0,172,F,1411.0,P,14,11,0.745377707342842,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,1,0,0
496404,PromoA,Europe,,Relaxation,40.0,0.0,0,331,0,0,1687,1503,3,182,Website,Middle,TripAdvisor,0,2023,8,0,0,232,B,5.0,P,0,5,0.014164305949008499,1,0.0,5.805134968916488,0.0,0.0,7.431299675155903,2018,7.610357618312838,2,0.0,0.16402378592666006,0.0,0.0,0.83597621407334,Europe__Relaxation,0,0,1
623985,PromoA,Americas,0.0,Relaxation,35.0,0.0,238,0,62,0,891,292,3,325,Mobile,Middle,Yelp,0,2024,11,1,0,681,F,1537.0,S,15,37,0.8119387216059165,1,5.476463551931511,0.0,4.143134726391533,0.0,6.79346613258001,1191,7.083387847625295,3,0.1998320738874895,0.0,0.052057094878253565,0.0,0.7481108312342569,Americas__Relaxation,0,0,0
179550,PromoA,AsiaPacific,0.0,Relaxation,,0.0,1227,42,1,0,0,7203,2,279,Mobile,,Google,0,2024,2,5,1,412,F,151.0,S,1,51,0.0797675647120972,0,7.113142108707088,3.7612001156935624,0.6931471805599453,0.0,0.0,1270,7.147559271189454,3,0.9661417322834646,0.03307086614173228,0.0007874015748031496,0.0,0.0,AsiaPacific__Relaxation,0,0,0
577971,PromoA,AsiaPacific,0.0,Adventure,43.0,0.0,803,0,384,120,0,1132,1,26,TravelAgent,Middle,Facebook,1,2023,12,5,1,342,F,538.0,S,5,38,0.2842049656629688,1,6.6895992691789665,0.0,5.953243334287785,4.795790545596741,0.0,1307,7.176254532017144,3,0.6143840856924254,0.0,0.2938026013771997,0.09181331293037491,0.0,AsiaPacific__Adventure,0,0,0
394331,,AsiaPacific,0.0,Relaxation,10.0,0.0,0,0,0,0,0,4600,2,124,Website,Minor,Google,1,2023,11,5,1,307,F,151.0,S,1,51,0.0797675647120972,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,1,0,0
759758,,Americas,0.0,Wellness,8.0,0.0,0,0,0,0,0,365,5,340,Phone,Minor,TikTok,1,2024,3,5,1,447,G,221.0,S,2,21,0.14664897146648972,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Wellness,1,0,0
302546,,Americas,0.0,Relaxation,22.0,0.0,0,442,0,0,368,1449,3,54,Corporate,Young,Facebook,1,2023,8,2,0,234,F,269.0,S,2,69,0.1421024828314844,1,0.0,6.093569770045136,0.0,0.0,5.910796644040527,810,6.698268054115413,2,0.0,0.5456790123456791,0.0,0.0,0.454320987654321,Americas__Relaxation,1,0,0
330113,PromoA,Europe,1.0,Adventure,30.0,0.0,0,0,0,0,0,5751,3,357,Phone,Young,Google,1,2024,6,5,1,524,B,101.0,P,1,1,0.28611898016997167,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Adventure,0,0,0
686348,PromoA,Americas,0.0,Relaxation,24.0,0.0,0,1049,1,0,0,3667,5,339,Mobile,Young,Friend,0,2024,1,2,0,381,F,1301.0,P,13,1,0.6872688853671421,1,0.0,6.956545443151569,0.6931471805599453,0.0,0.0,1050,6.957497370876951,2,0.0,0.9990476190476191,0.0009523809523809524,0.0,0.0,Americas__Relaxation,0,0,0
360794,PromoA,Americas,0.0,Wellness,21.0,0.0,14,33,0,3,467,2090,5,240,Corporate,Young,Instagram,0,2023,1,0,0,1,G,118.0,S,1,18,0.07830126078301261,1,2.70805020110221,3.5263605246161616,0.0,1.3862943611198906,6.148468295917647,517,6.249975242259483,4,0.027079303675048357,0.06382978723404255,0.0,0.005802707930367505,0.9032882011605415,Americas__Wellness,0,0,0
193687,PromoA,Americas,1.0,Wellness,16.0,0.0,0,0,0,0,0,6763,1,95,Corporate,Minor,TV,1,2024,9,3,0,613,G,975.0,P,9,75,0.6469807564698076,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Wellness,0,0,0
710958,,AsiaPacific,0.0,Relaxation,15.0,0.0,2309,0,1142,1,10,8090,3,162,Mobile,Minor,TripAdvisor,0,2024,11,4,0,684,D,176.0,S,1,76,0.6048109965635738,1,7.745002803515839,0.0,7.04141166379481,0.6931471805599453,2.3978952727983707,3462,8.149890544402423,4,0.6669555170421722,0.0,0.3298671288272675,0.00028885037550548814,0.0028885037550548816,AsiaPacific__Relaxation,1,0,0
105734,,AsiaPacific,1.0,Relaxation,30.0,0.0,0,0,0,0,0,7777,4,67,Phone,Young,Google,1,2024,7,2,0,549,F,799.0,P,7,99,0.422081352350766,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,1,0,0
180275,PromoA,Europe,0.0,Adventure,29.0,0.0,0,12563,0,3,5057,4489,3,298,TravelAgent,Young,Instagram,0,2024,7,5,1,559,B,297.0,P,2,97,0.8413597733711048,1,0.0,9.438590860658538,0.0,1.3862943611198906,8.52872642722991,17623,9.777016888482178,3,0.0,0.7128752198831073,0.0,0.00017023208307325653,0.2869545480338194,Europe__Adventure,0,0,0
496723,,Americas,0.0,Relaxation,36.0,0.0,0,192,204,559,3,3781,2,264,Corporate,Middle,Google,0,2024,9,5,1,615,G,1457.0,S,14,57,0.966821499668215,1,0.0,5.262690188904886,5.3230099791384085,6.327936783729195,1.3862943611198906,958,6.8658910748834385,4,0.0,0.20041753653444677,0.21294363256784968,0.5835073068893528,0.003131524008350731,Americas__Relaxation,1,0,0
980992,PromoB,Americas,1.0,Wellness,24.0,0.0,0,0,0,0,0,6463,5,138,Phone,Young,TV,1,2024,12,5,1,727,G,1438.0,S,14,38,0.9542136695421367,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Wellness,0,0,0
431294,,Europe,1.0,Relaxation,22.0,0.0,0,0,0,0,0,685,5,345,Corporate,Young,Friend,1,2024,6,6,1,532,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Relaxation,1,0,0
797853,,Americas,0.0,Wellness,19.0,0.0,10,24,0,0,565,7226,4,99,Corporate,Young,TripAdvisor,0,2024,6,1,0,534,F,1444.0,S,14,44,0.7628103539355521,1,2.3978952727983707,3.2188758248682006,0.0,0.0,6.338594078203183,599,6.396929655216146,3,0.01669449081803005,0.04006677796327212,0.0,0.0,0.9432387312186978,Americas__Wellness,1,0,0
270911,PromoA,Europe,0.0,Relaxation,20.0,0.0,0,3,0,1271,2630,1979,2,262,Phone,Young,TikTok,1,2024,5,5,1,503,C,187.0,S,1,87,0.5467836257309941,1,0.0,1.3862943611198906,0.0,7.148345743900068,7.875119281040293,3904,8.270013062273787,3,0.0,0.0007684426229508197,0.0,0.3255635245901639,0.6736680327868853,Europe__Relaxation,0,0,0
841122,,AsiaPacific,1.0,,43.0,0.0,0,0,0,0,0,3506,3,305,TravelAgent,Middle,TripAdvisor,1,2024,6,6,1,532,E,311.0,S,3,11,0.5115131578947368,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__UNK,1,0,0
345243,,Americas,0.0,Relaxation,18.0,0.0,22,0,681,0,1,3357,1,98,Corporate,Minor,Facebook,1,2023,2,5,1,55,G,1334.0,P,13,34,0.8852023888520238,1,3.1354942159291497,0.0,6.525029657843462,0.0,0.6931471805599453,704,6.558197802812269,3,0.03125,0.0,0.9673295454545454,0.0,0.0014204545454545455,Americas__Relaxation,1,0,0
498988,,,0.0,Relaxation,24.0,0.0,0,0,17,0,793,9884,5,112,TravelAgent,Young,Google,0,2024,12,1,0,716,G,430.0,P,4,30,0.285335102853351,1,0.0,0.0,2.8903717578961645,0.0,6.677083461247136,810,6.698268054115413,2,0.0,0.0,0.020987654320987655,0.0,0.9790123456790123,UNK__Relaxation,1,1,0
390853,,Americas,0.0,Relaxation,19.0,0.0,0,0,699,18,86,4054,3,286,Phone,Young,Friend,1,2024,12,5,1,706,F,917.0,S,9,17,0.4844162704701532,1,0.0,0.0,6.551080335043404,2.9444389791664403,4.465908118654584,803,6.6895992691789665,3,0.0,0.0,0.8704856787048568,0.0224159402241594,0.10709838107098381,Americas__Relaxation,1,0,0
956795,,Americas,1.0,Relaxation,24.0,0.0,0,0,0,0,0,9228,3,11,TravelAgent,Young,TV,1,2024,6,1,0,527,G,1086.0,S,10,86,0.7206370272063702,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,1,0,0
298373,,Americas,0.0,Relaxation,19.0,0.0,0,561,10,0,161,5230,2,198,Phone,Young,Google,1,2024,5,5,1,503,F,156.0,S,1,56,0.08240887480190175,1,0.0,6.331501849893691,2.3978952727983707,0.0,5.087596335232384,732,6.597145701886651,3,0.0,0.7663934426229508,0.01366120218579235,0.0,0.21994535519125682,Americas__Relaxation,1,0,0
191070,PromoB,Europe,1.0,Relaxation,34.0,0.0,0,0,0,0,0,9222,2,174,Phone,Middle,Google,1,2024,7,6,1,553,C,147.0,S,1,47,0.4298245614035088,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Relaxation,0,0,0
359178,PromoB,AsiaPacific,0.0,Relaxation,22.0,0.0,886,55,0,0,235,4169,3,285,Corporate,Young,Yelp,0,2024,6,5,1,524,F,819.0,P,8,19,0.4326465927099842,1,6.787844982309579,4.02535169073515,0.0,0.0,5.4638318050256105,1176,7.0707241072602764,3,0.7534013605442177,0.0467687074829932,0.0,0.0,0.19982993197278912,AsiaPacific__Relaxation,0,0,0
749654,,Europe,0.0,Relaxation,36.0,1.0,530,5085,1,146,872,5120,2,56,Corporate,Middle,TripAdvisor,1,2023,12,4,0,355,C,22.0,S,0,22,0.06432748538011696,1,6.274762021241939,8.534246945982066,0.6931471805599453,4.990432586778736,6.771935555839602,6634,8.800113946766308,5,0.07989146819415134,0.7665058788061502,0.00015073861923424781,0.02200783840820018,0.1314440759722641,Europe__Relaxation,1,0,0
861716,,Americas,0.0,Relaxation,24.0,0.0,9,769,9,0,0,8059,5,300,Website,Young,Instagram,0,2024,12,1,0,709,E,508.0,S,5,8,0.8355263157894737,1,2.302585092994046,6.646390514847729,2.302585092994046,0.0,0.0,787,6.669498089857879,3,0.011435832274459974,0.97712833545108,0.011435832274459974,0.0,0.0,Americas__Relaxation,1,0,0
688858,PromoB,Europe,0.0,Relaxation,36.0,0.0,2,1297,0,4,0,3388,4,282,Mobile,Middle,TikTok,1,2024,5,1,0,506,A,32.0,S,0,32,0.29906542056074764,1,1.0986122886681098,7.168579897264035,0.0,1.6094379124341003,0.0,1303,7.1731917424865985,3,0.0015349194167306216,0.9953952417498081,0.0,0.0030698388334612432,0.0,Europe__Relaxation,0,0,0
419330,PromoB,Americas,0.0,Relaxation,24.0,0.0,711,0,0,59,57,7974,2,167,TravelAgent,Young,Instagram,0,2024,2,6,1,413,F,282.0,P,2,82,0.14896988906497624,1,6.568077911411976,0.0,0.0,4.0943445622221,4.060443010546419,827,6.71901315438526,3,0.8597339782345829,0.0,0.0,0.07134220072551391,0.06892382103990327,Americas__Relaxation,0,0,0
232166,,AsiaPacific,1.0,Adventure,17.0,0.0,0,0,0,0,0,6577,5,37,Mobile,Minor,TikTok,1,2023,8,5,1,237,D,107.0,S,1,7,0.36769759450171824,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Adventure,1,0,0
284654,PromoA,AsiaPacific,1.0,Relaxation,26.0,0.0,0,0,0,0,0,7835,3,81,TravelAgent,Young,TV,0,2024,4,0,0,463,E,281.0,P,2,81,0.4621710526315789,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,0,0,0
321268,,Americas,1.0,Relaxation,34.0,0.0,0,0,0,0,0,3704,4,218,Website,Middle,Facebook,1,2024,12,1,0,709,G,1177.0,S,11,77,0.781021897810219,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,1,0,0
215430,PromoB,Americas,1.0,Relaxation,58.0,0.0,0,0,0,0,0,7037,5,130,TravelAgent,Senior,Friend,0,2023,8,4,0,236,G,92.0,S,0,92,0.06104844061048441,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,0,0,0
861937,PromoA,AsiaPacific,0.0,Relaxation,29.0,1.0,20,642,1902,642,3,4673,3,302,Mobile,Young,Yelp,1,2024,4,5,1,482,F,911.0,S,9,11,0.48124669836238776,1,3.044522437723423,6.466144724237619,7.551186867296149,6.466144724237619,1.3862943611198906,3209,8.07402621612406,5,0.0062324711748208165,0.2000623247117482,0.5927080087254596,0.2000623247117482,0.0009348706762231225,AsiaPacific__Relaxation,0,0,0
794919,,Europe,1.0,Adventure,33.0,0.0,0,0,0,0,0,6219,3,139,Corporate,Middle,Instagram,1,2024,2,5,1,405,E,590.0,P,5,90,0.9703947368421053,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Adventure,1,0,0
240305,,Americas,0.0,Adventure,19.0,0.0,0,0,717,1,0,337,4,96,Corporate,Young,Instagram,1,2024,10,3,0,648,E,579.0,S,5,79,0.9523026315789473,1,0.0,0.0,6.576469569048224,0.6931471805599453,0.0,718,6.577861357721047,2,0.0,0.0,0.9986072423398329,0.001392757660167131,0.0,Americas__Adventure,1,0,0
945188,PromoA,Americas,0.0,Adventure,14.0,0.0,0,151,603,1,0,1403,2,219,TravelAgent,Minor,Instagram,1,2024,1,4,0,383,G,755.0,S,7,55,0.5009953550099535,1,0.0,5.0238805208462765,6.403574197934815,0.6931471805599453,0.0,755,6.628041376179533,3,0.0,0.2,0.7986754966887417,0.0013245033112582781,0.0,Americas__Adventure,0,0,0
541811,PromoB,Americas,1.0,Relaxation,33.0,0.0,0,0,0,0,0,4983,3,57,TravelAgent,Middle,Google,1,2024,6,0,0,526,G,641.0,S,6,41,0.42534837425348376,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,0,0,0
515798,PromoA,AsiaPacific,1.0,Relaxation,16.0,0.0,0,0,0,0,0,7275,1,166,Corporate,Minor,Instagram,1,2024,2,3,0,403,D,124.0,P,1,24,0.4261168384879725,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,0,0,0
420919,,Americas,0.0,Relaxation,17.0,0.0,18,10,73,0,1049,5337,1,230,Mobile,Minor,TripAdvisor,0,2024,12,3,0,711,F,1214.0,P,12,14,0.6413100898045431,1,2.9444389791664403,2.3978952727983707,4.30406509320417,0.0,6.956545443151569,1150,7.048386408721883,4,0.01565217391304348,0.008695652173913044,0.06347826086956522,0.0,0.9121739130434783,Americas__Relaxation,1,0,0
122446,,AsiaPacific,0.0,Relaxation,14.0,0.0,246,0,62,0,0,2164,1,70,Phone,Minor,Twitter,1,2024,8,5,1,601,D,172.0,P,1,72,0.5910652920962199,1,5.5093883366279774,0.0,4.143134726391533,0.0,0.0,308,5.733341276897746,2,0.7987012987012987,0.0,0.2012987012987013,0.0,0.0,AsiaPacific__Relaxation,1,0,0
192433,PromoA,AsiaPacific,1.0,Relaxation,42.0,0.0,0,0,0,0,0,1140,1,68,TravelAgent,Middle,Yelp,1,2023,9,6,1,266,D,124.0,P,1,24,0.4261168384879725,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,0,0,0
493732,PromoA,Americas,0.0,Relaxation,20.0,0.0,213,0,199,0,584,322,3,122,Corporate,Young,Instagram,0,2024,12,2,0,717,F,261.0,P,2,61,0.13787638668779714,1,5.365976015021851,0.0,5.298317366548036,0.0,6.371611847231857,996,6.904750769961838,3,0.21385542168674698,0.0,0.19979919678714858,0.0,0.5863453815261044,Americas__Relaxation,0,0,0
745035,PromoA,AsiaPacific,0.0,Adventure,35.0,0.0,319,0,6331,8,0,8791,4,229,Corporate,Middle,Magazine,1,2024,7,5,1,566,F,1635.0,S,16,35,0.8637083993660856,1,5.768320995793772,0.0,8.753371421000903,2.1972245773362196,0.0,6658,8.803724602110622,3,0.047912285971763294,0.0,0.9508861519975969,0.0012015620306398318,0.0,AsiaPacific__Adventure,0,0,0
392916,PromoB,Americas,1.0,Relaxation,,0.0,0,0,0,0,0,5604,4,59,Corporate,,Facebook,1,2024,2,5,1,405,G,452.0,P,4,52,0.29993364299933645,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,0,0,0
736419,PromoA,Americas,1.0,Adventure,47.0,0.0,0,0,0,0,0,4954,2,332,Corporate,Senior,Facebook,0,2023,11,0,0,323,G,532.0,S,5,32,0.35301924353019243,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Adventure,0,0,0
663345,,Americas,0.0,Relaxation,16.0,0.0,296,458,725,0,0,9839,2,282,Mobile,Minor,Yelp,1,2023,2,5,1,34,F,1090.0,S,10,90,0.5758055995773904,1,5.6937321388027,6.129050210060545,6.587550014824796,0.0,0.0,1479,7.299797366758161,3,0.20013522650439486,0.3096686950642326,0.49019607843137253,0.0,0.0,Americas__Relaxation,1,0,0
635775,,Europe,1.0,Relaxation,,0.0,0,0,0,0,0,1195,2,275,Corporate,,Google,1,2024,1,5,1,384,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Relaxation,1,0,0
213322,,Europe,0.0,Wellness,55.0,1.0,0,102,0,278,5353,5135,2,265,Mobile,Senior,Facebook,0,2024,10,6,1,651,C,143.0,P,1,43,0.41812865497076024,1,0.0,4.634728988229636,0.0,5.631211781821365,8.585599224080298,5733,8.654168646443315,3,0.0,0.017791732077446363,0.0,0.048491191348334205,0.9337170765742194,Europe__Wellness,1,0,0
768594,PromoA,Americas,0.0,Relaxation,,0.0,604,251,251,147,2,9723,5,288,Phone,Young,Google,0,2023,3,3,0,74,F,1742.0,S,17,42,0.9202324352879028,0,6.405228458030842,5.529429087511423,5.529429087511423,4.997212273764115,1.0986122886681098,1255,7.135687347028144,5,0.48127490039840637,0.2,0.2,0.11713147410358565,0.0015936254980079682,Americas__Relaxation,0,0,0
240905,,AsiaPacific,0.0,Relaxation,20.0,0.0,489,126,663,214,0,6137,1,289,TravelAgent,Young,Email,0,2024,6,2,0,535,F,1131.0,P,11,31,0.5974643423137876,1,6.194405391104672,4.844187086458591,6.498282149476434,5.3706380281276624,0.0,1492,7.30854279753919,4,0.3277479892761394,0.08445040214477212,0.44436997319034854,0.14343163538873996,0.0,AsiaPacific__Relaxation,1,0,0
443275,PromoA,Americas,0.0,Relaxation,52.0,0.0,0,837,1,2,8,4906,2,274,Phone,Senior,TV,0,2024,7,5,1,552,G,790.0,P,7,90,0.5242203052422031,1,0.0,6.731018100482083,0.6931471805599453,1.0986122886681098,2.1972245773362196,848,6.744059186311348,4,0.0,0.9870283018867925,0.0011792452830188679,0.0023584905660377358,0.009433962264150943,Americas__Relaxation,0,0,0
149923,PromoA,AsiaPacific,0.0,Relaxation,14.0,0.0,1737,0,336,0,0,518,4,156,Phone,Minor,Friend,0,2023,7,6,1,203,E,575.0,P,5,75,0.9457236842105263,1,7.460490305825338,0.0,5.820082930352362,0.0,0.0,2073,7.637234388789473,2,0.8379160636758322,0.0,0.16208393632416787,0.0,0.0,AsiaPacific__Relaxation,0,0,0
255439,,Americas,1.0,Adventure,18.0,0.0,0,0,0,0,0,6051,3,87,Phone,Minor,TV,1,2024,6,2,0,521,G,1064.0,S,10,64,0.7060384870603849,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Adventure,1,0,0
900740,PromoA,Americas,1.0,Relaxation,7.0,0.0,0,0,0,0,0,3066,3,312,TravelAgent,Minor,Pinterest,0,2024,3,5,1,447,G,1341.0,P,13,41,0.8898473788984738,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Americas__Relaxation,0,0,0
280538,,Europe,1.0,Relaxation,26.0,0.0,0,0,0,0,0,2837,2,64,Phone,Young,Radio,1,2024,7,4,0,558,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,Europe__Relaxation,1,0,0
318587,,AsiaPacific,1.0,Relaxation,39.0,0.0,0,0,0,0,0,6487,1,179,Website,Middle,TV,1,2024,12,2,0,717,F,643.0,S,6,43,0.33967247754886426,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,AsiaPacific__Relaxation,1,0,0
