GuestID,PromoCode,Region,AllInclusive,PackageType,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned,SharedRoom,RoomFloor,RoomNumber,RoomSide
515798,PromoA,AsiaPacific,1,Relaxation,0,0,0,0,0,0,7275,1,166,Corporate,Minor,Instagram,1,0,D,124,P
420919,NoPromoCode,Americas,0,Relaxation,0,18,10,73,0,1049,5337,1,230,Mobile,Minor,TripAdvisor,0,0,F,1214,P
122446,NoPromoCode,AsiaPacific,0,Relaxation,0,246,0,62,0,0,2164,1,70,Phone,Minor,Twitter,1,0,D,172,P
192433,PromoA,AsiaPacific,1,Relaxation,0,0,0,0,0,0,1140,1,68,TravelAgent,Middle,Yelp,1,0,D,124,P
493732,PromoA,Americas,0,Relaxation,0,213,0,0,0,584,322,3,122,Corporate,Young,Instagram,0,0,F,261,P
745035,PromoA,AsiaPacific,0,Adventure,0,319,0,6331,8,0,8791,4,229,Corporate,Middle,Magazine,1,0,F,1635,S
392916,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,5604,4,59,Corporate,Minor,Facebook,1,0,G,452,P
736419,PromoA,Americas,1,Adventure,0,0,0,0,0,0,4954,2,332,Corporate,Senior,Facebook,0,0,G,532,S
663345,NoPromoCode,Americas,0,Relaxation,0,296,458,725,0,0,9839,2,282,Mobile,Minor,Yelp,1,0,F,1090,S
635775,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,1195,2,275,Corporate,Unknown,Google,1,1,Unknown,0,Unknown
213322,NoPromoCode,Europe,0,Wellness,1,0,102,0,278,5353,5135,2,265,Mobile,Senior,Facebook,0,0,C,143,P
768594,PromoA,Americas,0,Relaxation,0,604,0,188,147,2,9723,5,288,Phone,Young,Google,0,0,F,1742,S
240905,NoPromoCode,AsiaPacific,0,Relaxation,0,489,126,663,214,0,6137,1,289,TravelAgent,Young,Email,0,0,F,1131,P
443275,PromoA,Americas,0,Relaxation,0,0,837,1,2,8,4906,2,274,Phone,Senior,TV,0,0,G,790,P
149923,PromoA,AsiaPacific,0,Relaxation,0,1737,0,336,0,0,518,4,156,Phone,Minor,Friend,0,0,E,575,P
255439,NoPromoCode,Americas,1,Adventure,0,0,0,0,0,0,6051,3,87,Phone,Minor,TV,1,0,G,1064,S
900740,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,3066,3,312,TravelAgent,Minor,Pinterest,0,0,G,1341,P
280538,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,2837,2,64,Phone,Young,Radio,1,1,Unknown,0,Unknown
318587,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,6487,1,179,Website,Middle,TV,1,0,F,643,S
447709,NoPromoCode,Americas,1,Wellness,0,0,0,0,0,0,2927,2,270,TravelAgent,Minor,Google,1,0,G,390,S
526663,PromoB,Americas,0,Relaxation,0,457,0,0,0,445,3505,3,351,Phone,Middle,Friend,0,0,F,1173,S
681834,NoPromoCode,Europe,0,Adventure,0,10,199,0,6216,101,3674,3,153,TravelAgent,Middle,Facebook,0,0,C,195,S
353025,NoPromoCode,Americas,1,Wellness,0,0,0,0,0,0,7616,5,40,TravelAgent,Middle,Facebook,1,0,G,71,P
825676,NoPromoCode,AsiaPacific,0,Relaxation,0,165,0,981,2,0,7164,3,228,Corporate,Young,Radio,1,0,F,585,P
178609,PromoB,Europe,1,Adventure,0,0,0,0,0,0,531,1,305,Mobile,Young,Facebook,1,0,B,167,S
954335,PromoA,Americas,1,Wellness,0,0,0,0,0,0,6711,1,145,Mobile,Elderly,Billboard,1,0,G,1231,S
157294,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,81,2,114,Mobile,Young,Podcast,1,0,G,1000,P
369427,NoPromoCode,Unknown,1,Adventure,0,0,0,0,0,0,5195,5,196,TravelAgent,Middle,Google,1,0,B,340,S
486869,PromoB,Europe,0,Relaxation,0,0,3991,298,289,2740,1064,1,322,TravelAgent,Senior,Google,0,0,B,188,P
243771,PromoB,Americas,1,NoPackage,0,0,0,0,0,0,7247,3,279,Mobile,Young,Billboard,1,0,G,1239,S
881564,PromoB,Europe,0,Adventure,0,0,741,13,0,4724,9832,1,121,Corporate,Young,Email,0,0,C,68,P
138557,PromoB,Europe,0,Relaxation,0,0,3004,0,1018,0,3052,4,29,Website,Young,Yelp,0,0,A,5,P
415738,PromoB,AsiaPacific,0,Wellness,0,0,0,1356,0,171,9596,1,317,Corporate,Senior,TripAdvisor,0,0,F,964,P
646555,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,8188,3,104,Phone,Young,Facebook,1,0,Unknown,0,Unknown
582352,NoPromoCode,Americas,0,Relaxation,0,0,0,0,888,0,6681,2,134,Phone,Young,Facebook,0,0,G,954,S
393844,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,9414,5,60,Phone,Elderly,Podcast,1,0,F,372,P
808617,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,1425,3,248,TravelAgent,Unknown,TripAdvisor,1,0,G,981,S
255304,PromoA,Americas,0,Adventure,0,8,0,236,0,2049,3512,2,151,TravelAgent,Senior,Google,0,0,F,613,S
155444,PromoB,Americas,0,Relaxation,0,0,201,0,0,603,5046,4,139,TravelAgent,Young,Yelp,0,0,F,328,S
590310,PromoB,AsiaPacific,0,Relaxation,1,0,0,1355,0,0,67,4,165,Phone,Middle,TripAdvisor,0,0,E,252,S
395626,PromoA,AsiaPacific,0,Relaxation,0,636,0,168,1795,0,2333,1,284,Phone,Middle,Facebook,0,0,F,1231,S
548351,PromoA,Americas,0,Relaxation,0,737,4,27,8,0,6286,4,279,Website,Young,Friend,0,0,F,278,P
429341,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,5703,4,303,Website,Elderly,Google,1,0,B,99,S
509462,PromoA,Americas,0,Adventure,0,749,0,74,0,0,4720,1,340,Mobile,Minor,TripAdvisor,0,0,F,1154,P
402698,NoPromoCode,AsiaPacific,0,Relaxation,0,0,0,0,0,0,9290,5,247,Mobile,Middle,Yelp,0,0,E,542,P
331590,NoPromoCode,AsiaPacific,0,Relaxation,0,20,0,1000,36,0,6897,3,242,TravelAgent,Young,Google,1,0,D,206,S
988773,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,581,1,234,Mobile,Middle,Pinterest,0,0,G,1489,P
644143,NoPromoCode,Unknown,1,Relaxation,0,0,0,0,0,0,2351,4,21,Phone,Minor,Friend,1,0,Unknown,0,Unknown
592127,NoPromoCode,Americas,0,Relaxation,0,282,8,337,0,0,1224,1,298,Mobile,Unknown,Email,0,0,G,775,S
784743,PromoB,Europe,0,Relaxation,0,0,1531,0,369,2969,4836,5,179,Website,Young,Instagram,0,0,B,57,S
745690,NoPromoCode,Europe,0,Adventure,1,13,196,3,0,12323,8628,4,175,TravelAgent,Middle,Google,0,0,C,205,S
955566,PromoB,AsiaPacific,0,Relaxation,0,1763,0,11,0,0,3937,1,181,Website,Senior,Facebook,0,0,F,1653,S
207479,PromoB,Americas,1,Adventure,0,0,0,0,0,0,8304,1,209,Phone,Minor,Email,1,0,G,1389,S
270576,PromoB,Americas,0,Relaxation,0,852,48,0,7,0,5233,3,279,Mobile,Minor,Friend,0,0,G,407,S
610128,PromoA,Europe,0,Relaxation,0,0,143,1632,3,756,1341,2,22,Website,Senior,Facebook,1,0,B,46,S
702233,NoPromoCode,Americas,0,Wellness,0,0,0,0,0,0,3159,1,193,Website,Minor,Google,1,0,G,81,S
772321,NoPromoCode,Europe,0,Adventure,1,0,5473,0,703,6381,9870,5,6,Mobile,Senior,TripAdvisor,0,0,B,51,S
607668,NoPromoCode,Europe,0,Relaxation,0,0,4634,8,616,0,7921,5,245,Mobile,Middle,Facebook,1,0,C,308,P
351934,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,1511,2,108,Mobile,Minor,Facebook,1,1,Unknown,0,Unknown
522511,NoPromoCode,Americas,0,Relaxation,0,0,669,121,0,56,2524,4,26,Mobile,Young,Facebook,1,0,E,308,S
396492,NoPromoCode,Europe,0,Relaxation,0,0,0,0,0,0,9580,5,204,TravelAgent,Minor,Radio,1,0,A,1,S
339535,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,9244,5,131,Corporate,Middle,Facebook,1,0,B,100,S
651556,PromoA,Americas,0,Relaxation,0,0,0,619,0,142,8186,5,335,Mobile,Young,Instagram,0,0,F,243,S
999900,PromoB,Unknown,0,Relaxation,0,0,0,902,0,0,2998,3,322,Corporate,Young,Yelp,0,0,F,1411,S
864870,PromoA,Unknown,1,Relaxation,0,0,0,0,0,0,5622,3,303,Corporate,Middle,TikTok,1,0,E,450,S
835541,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,4594,3,123,Website,Middle,Billboard,1,0,B,10,S
686706,PromoB,Europe,1,Relaxation,0,0,0,0,0,0,4318,1,208,Phone,Young,Friend,1,0,C,227,P
147608,PromoA,Europe,0,Adventure,0,0,4342,0,0,36,8975,2,114,Corporate,Young,Instagram,1,0,C,57,P
295554,NoPromoCode,Americas,0,Relaxation,0,0,381,142,0,261,4903,1,105,TravelAgent,Young,Instagram,0,0,G,826,S
412398,PromoB,Americas,0,Adventure,0,0,0,717,0,0,4592,3,4,Phone,Middle,YouTube,1,0,F,1719,S
679996,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,4757,5,178,Phone,Minor,Google,0,0,G,1308,S
476758,PromoA,Europe,1,Adventure,0,0,0,0,0,0,529,1,303,Corporate,Middle,Google,1,0,B,35,P
195027,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,9300,5,153,TravelAgent,Young,Radio,1,0,B,106,P
290603,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,3639,3,331,TravelAgent,Young,Google,1,0,B,227,S
613385,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,6099,4,300,TravelAgent,Young,Google,1,0,F,1716,P
222623,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,9170,3,309,Website,Young,Google,1,0,E,426,P
630004,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,2296,5,257,Corporate,Middle,Google,1,0,F,1091,P
673501,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,2678,3,82,Phone,Middle,TV,1,0,G,542,P
725292,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,5708,4,239,TravelAgent,Middle,TikTok,1,0,G,1215,P
545734,PromoA,Americas,0,Relaxation,0,0,3,486,0,228,3956,3,134,TravelAgent,Young,Facebook,1,0,E,272,P
552973,NoPromoCode,AsiaPacific,0,Relaxation,0,324,0,116,0,0,4629,4,0,Website,Senior,TripAdvisor,0,0,E,198,P
233451,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,8740,3,138,Phone,Young,Billboard,1,0,G,531,S
237622,PromoA,AsiaPacific,0,Relaxation,0,1535,0,340,0,723,6394,4,186,Mobile,Middle,Google,0,0,F,262,S
367764,PromoB,Americas,1,Wellness,0,0,0,0,0,0,9167,5,151,TravelAgent,Young,Google,1,0,G,872,S
476478,PromoB,AsiaPacific,0,Relaxation,0,520,0,139,0,77,9937,5,116,Corporate,Young,Twitter,0,0,F,1695,S
933578,NoPromoCode,AsiaPacific,1,Adventure,0,0,0,0,0,0,9805,1,340,TravelAgent,Minor,TV,1,0,F,1466,P
808948,PromoA,Americas,0,Relaxation,0,2,0,7,2,547,2572,2,313,Corporate,Young,TV,0,0,F,749,P
930484,PromoA,Americas,1,Relaxation,0,0,0,0,0,0,974,5,224,Corporate,Middle,Email,1,0,G,249,S
549136,PromoB,AsiaPacific,0,Relaxation,0,0,0,1994,0,677,9303,1,275,Website,Minor,Magazine,0,0,D,79,P
958810,NoPromoCode,Americas,0,NoPackage,0,0,0,0,0,0,6898,4,13,Phone,Minor,TV,0,0,G,805,P
201412,NoPromoCode,Europe,0,Relaxation,0,0,6506,0,764,1818,5782,1,16,TravelAgent,Middle,Google,1,0,C,19,P
839873,PromoA,AsiaPacific,0,Adventure,0,1664,0,0,0,0,545,5,98,Website,Young,Instagram,0,0,F,49,S
795955,NoPromoCode,AsiaPacific,0,Wellness,0,295,1575,19,515,0,3579,4,202,Corporate,Middle,Google,0,0,D,53,P
200660,PromoB,Americas,1,Wellness,0,0,0,0,0,0,1157,5,24,Corporate,Young,Facebook,1,0,G,186,P
210573,NoPromoCode,Europe,0,Relaxation,0,158,787,2820,0,86,55,2,110,Phone,Middle,Podcast,1,0,D,59,S
317824,NoPromoCode,AsiaPacific,0,Relaxation,0,0,0,0,0,0,1019,1,351,Corporate,Minor,TripAdvisor,0,0,E,430,S
492900,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,8372,2,178,Website,Minor,Google,1,0,F,35,S
519249,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,514,2,218,TravelAgent,Senior,Yelp,1,0,C,102,S
974839,NoPromoCode,Americas,0,Relaxation,0,781,0,33,0,0,849,2,296,Mobile,Young,Google,1,0,F,1724,P
557520,PromoA,Americas,0,Wellness,0,0,2,72,554,143,9180,3,270,TravelAgent,Senior,Friend,0,0,G,841,P
327562,PromoB,AsiaPacific,1,Relaxation,0,0,0,0,0,0,7805,4,266,Corporate,Minor,Yelp,1,0,F,1512,P
704690,NoPromoCode,AsiaPacific,1,Relaxation,0,0,0,0,0,0,2613,2,132,Website,Middle,Facebook,1,0,D,107,S
756861,NoPromoCode,Americas,1,Wellness,0,0,0,0,0,0,1529,4,4,Website,Minor,Facebook,0,0,G,109,P
682664,NoPromoCode,AsiaPacific,0,Relaxation,0,1049,31,227,2,0,6649,3,126,Phone,Middle,Friend,0,0,F,793,P
197497,PromoA,AsiaPacific,1,Adventure,0,0,0,0,0,0,2065,2,13,Phone,Senior,Instagram,1,0,D,101,S
794060,NoPromoCode,Americas,0,Relaxation,0,0,0,0,10,761,9262,3,154,Phone,Young,Friend,0,0,G,310,S
895941,PromoB,Americas,0,Relaxation,0,0,0,0,0,0,2063,4,101,Mobile,Minor,TripAdvisor,0,0,G,1397,S
953209,PromoA,Europe,0,Adventure,0,0,0,0,274,2056,7229,1,214,Phone,Middle,TV,0,0,B,201,P
632572,PromoB,AsiaPacific,1,Wellness,0,0,0,0,0,0,6861,3,240,Website,Young,Instagram,1,0,F,1482,P
516801,NoPromoCode,AsiaPacific,1,Adventure,0,0,0,0,0,0,3609,3,166,Phone,Young,TV,1,0,D,93,S
818385,PromoB,Europe,0,Relaxation,0,0,266,0,1254,197,853,1,144,Phone,Middle,Email,0,0,A,37,P
229108,NoPromoCode,AsiaPacific,1,Adventure,0,0,0,0,0,0,964,1,216,Mobile,Minor,Instagram,1,0,F,259,P
651209,NoPromoCode,Europe,1,Adventure,0,0,0,0,0,0,7744,2,182,Phone,Senior,TripAdvisor,1,0,B,19,S
303904,PromoB,Americas,0,Relaxation,0,198,0,591,0,164,1475,3,199,TravelAgent,Middle,Google,1,0,G,63,P
314245,PromoA,Americas,0,Relaxation,0,0,0,0,0,0,2544,5,352,Mobile,Minor,Facebook,1,0,G,943,S
346090,NoPromoCode,Europe,1,Wellness,0,0,0,0,0,0,9772,4,16,Phone,Middle,TripAdvisor,1,0,C,271,S
664539,NoPromoCode,AsiaPacific,0,Relaxation,0,741,0,31,0,36,9800,4,307,Website,Middle,TripAdvisor,0,0,D,99,S
680019,NoPromoCode,Americas,0,NoPackage,0,0,1,34,0,774,6842,2,271,Phone,Young,Friend,0,0,G,1085,P
817042,NoPromoCode,Americas,0,Wellness,0,1269,9,0,0,0,1471,1,310,Website,Young,Instagram,0,0,F,1756,S
392679,PromoA,Americas,1,Wellness,0,0,0,0,0,0,2584,3,25,Mobile,Young,Instagram,0,0,G,1361,P
979351,PromoA,Americas,0,Adventure,0,23,0,0,0,17,6230,5,266,TravelAgent,Middle,LinkedIn,0,0,G,731,S
618162,NoPromoCode,Americas,0,Wellness,0,121,0,0,274,907,915,2,304,TravelAgent,Middle,Instagram,0,0,F,76,P
884332,PromoA,Europe,0,Adventure,0,80,3707,0,1465,1320,1271,3,364,TravelAgent,Young,Instagram,0,0,B,291,P
235877,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,7790,5,321,TravelAgent,Young,YouTube,1,0,D,77,S
363671,NoPromoCode,Americas,0,Relaxation,0,0,93,0,0,0,7761,1,1,TravelAgent,Young,Google,0,0,F,934,P
831403,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,9090,3,250,Phone,Young,Flyer,1,0,G,1391,S
693899,NoPromoCode,Europe,1,Relaxation,0,0,0,0,0,0,5600,2,234,Mobile,Middle,Google,1,0,E,548,S
682464,PromoB,Americas,0,Relaxation,0,590,0,238,363,0,960,5,275,Phone,Minor,Radio,0,0,E,601,S
766131,PromoB,Americas,0,Relaxation,0,0,0,719,274,0,5656,5,16,Phone,Senior,Friend,0,0,E,428,P
930278,NoPromoCode,AsiaPacific,0,Relaxation,0,1781,0,654,580,0,1056,4,125,Corporate,Middle,Friend,0,0,D,174,P
396278,NoPromoCode,AsiaPacific,0,Relaxation,0,741,0,1028,0,0,157,1,349,Website,Young,Google,0,0,F,1497,P
542259,PromoA,AsiaPacific,0,Relaxation,0,0,0,0,0,0,1458,3,155,Mobile,Minor,Facebook,1,0,F,882,S
849646,PromoA,Americas,0,Adventure,0,0,0,0,0,0,358,4,194,Mobile,Minor,Friend,0,0,G,857,P
946330,NoPromoCode,Americas,0,Wellness,0,160,20,39,552,1,4364,2,238,Phone,Young,Facebook,0,0,G,924,P
356763,PromoA,Unknown,0,Relaxation,0,0,0,0,0,0,4858,3,173,TravelAgent,Young,Facebook,0,0,G,594,P
352103,NoPromoCode,AsiaPacific,0,Relaxation,0,0,0,0,0,0,7753,3,238,Mobile,Unknown,Magazine,1,0,F,145,P
154122,PromoA,Americas,1,Wellness,0,0,0,0,0,0,9516,4,96,Corporate,Young,Google,0,0,G,1299,S
151005,NoPromoCode,Americas,0,Relaxation,0,0,0,422,0,0,7645,4,248,Website,Young,LinkedIn,1,0,F,777,P
518680,NoPromoCode,Unknown,0,Relaxation,0,3,0,33,769,0,1751,4,332,TravelAgent,Middle,YouTube,1,0,F,1331,S
645067,PromoA,Americas,0,Relaxation,0,142,1307,0,0,0,3964,3,361,TravelAgent,Young,Friend,0,0,F,1140,P
861406,PromoB,Americas,1,Wellness,0,0,0,0,0,0,9814,2,350,TravelAgent,Senior,Facebook,0,0,G,186,S
662090,PromoB,AsiaPacific,0,Relaxation,1,435,22,1435,4,0,5432,5,149,TravelAgent,Senior,TripAdvisor,1,0,E,549,S
784064,PromoB,Americas,0,Relaxation,0,238,156,3,2,324,9023,5,345,Phone,Middle,Yelp,0,0,F,523,P
817171,NoPromoCode,AsiaPacific,0,Relaxation,0,21,0,1564,0,1,992,2,82,Website,Minor,Google,1,1,Unknown,0,Unknown
554455,PromoB,Americas,1,Relaxation,0,0,0,0,0,0,7591,4,48,TravelAgent,Minor,Instagram,0,0,G,183,S
418896,PromoB,Europe,0,Relaxation,0,0,0,0,0,0,4601,5,97,Website,Young,Google,1,0,C,212,S
519832,PromoA,Americas,0,Relaxation,0,0,0,0,0,0,7880,1,121,Phone,Minor,Google,0,0,G,974,P
949135,PromoB,Americas,0,Relaxation,0,758,0,46,0,0,8403,3,67,Website,Young,TripAdvisor,0,0,F,1141,P
769607,PromoB,Unknown,0,Relaxation,0,102,3,186,2287,0,2212,4,357,Website,Minor,Friend,0,0,D,195,P
495231,NoPromoCode,Americas,1,Relaxation,0,0,0,0,0,0,2316,3,223,Phone,Minor,Billboard,1,0,G,916,S
492464,PromoB,Europe,0,Adventure,0,3478,10,0,105,2383,3724,2,136,Mobile,Unknown,Yelp,0,0,C,231,S
508771,NoPromoCode,AsiaPacific,0,Relaxation,0,2147,0,191,59,0,7011,4,54,Website,Elderly,TV,0,0,D,154,S
248667,PromoB,Americas,0,Relaxation,0,0,0,0,0,0,3563,2,215,TravelAgent,Minor,Google,1,0,E,82,P
336283,PromoA,Americas,0,Relaxation,0,590,0,1,168,16,2418,2,83,Mobile,Young,Email,0,0,F,1467,P
551107,PromoB,Americas,0,Relaxation,0,47,0,0,0,2711,4295,3,326,Website,Young,Instagram,0,0,F,1166,P
