GuestID,PromoCode,Region,AllInclusive,PackageType,Age,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned,BookingYear,BookingMonth,BookingDayOfWeek,BookingIsWeekend,DaysSinceFirstBooking,RoomBuilding,RoomNumber,RoomSection,AgeKnown,RoomService_log,Dining_log,Retail_log,Spa_log,Entertainment_log,TotalSpend,TotalSpend_log,SpendCategories,PromoCode_missing,Region_missing,AllInclusive_missing
623985,PromoA,Americas,0.0,Relaxation,35.0,0.0,238,0,62,0,891,292,3,325,Mobile,Middle,Yelp,0,2024,11,1,0,681,F,1537.0,S,1,5.476463551931511,0.0,4.143134726391533,0.0,6.79346613258001,1191,7.083387847625295,3,0,0,0
179550,PromoA,AsiaPacific,0.0,Relaxation,,0.0,1227,42,1,0,0,7203,2,279,Mobile,,Google,0,2024,2,5,1,412,F,151.0,S,0,7.113142108707088,3.7612001156935624,0.6931471805599453,0.0,0.0,1270,7.147559271189454,3,0,0,0
577971,PromoA,AsiaPacific,0.0,Adventure,43.0,0.0,803,0,384,120,0,1132,1,26,TravelAgent,Middle,Facebook,1,2023,12,5,1,342,F,538.0,S,1,6.6895992691789665,0.0,5.953243334287785,4.795790545596741,0.0,1307,7.176254532017144,3,0,0,0
394331,,AsiaPacific,0.0,Relaxation,10.0,0.0,0,0,0,0,0,4600,2,124,Website,Minor,Google,1,2023,11,5,1,307,F,151.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
759758,,Americas,0.0,Wellness,8.0,0.0,0,0,0,0,0,365,5,340,Phone,Minor,TikTok,1,2024,3,5,1,447,G,221.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
302546,,Americas,0.0,Relaxation,22.0,0.0,0,442,0,0,368,1449,3,54,Corporate,Young,Facebook,1,2023,8,2,0,234,F,269.0,S,1,0.0,6.093569770045136,0.0,0.0,5.910796644040527,810,6.698268054115413,2,1,0,0
330113,PromoA,Europe,1.0,Adventure,30.0,0.0,0,0,0,0,0,5751,3,357,Phone,Young,Google,1,2024,6,5,1,524,B,101.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
686348,PromoA,Americas,0.0,Relaxation,24.0,0.0,0,1049,1,0,0,3667,5,339,Mobile,Young,Friend,0,2024,1,2,0,381,F,1301.0,P,1,0.0,6.956545443151569,0.6931471805599453,0.0,0.0,1050,6.957497370876951,2,0,0,0
360794,PromoA,Americas,0.0,Wellness,21.0,0.0,14,33,0,3,467,2090,5,240,Corporate,Young,Instagram,0,2023,1,0,0,1,G,118.0,S,1,2.70805020110221,3.5263605246161616,0.0,1.3862943611198906,6.148468295917647,517,6.249975242259483,4,0,0,0
193687,PromoA,Americas,1.0,Wellness,16.0,0.0,0,0,0,0,0,6763,1,95,Corporate,Minor,TV,1,2024,9,3,0,613,G,975.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
710958,,AsiaPacific,0.0,Relaxation,15.0,0.0,2309,0,1142,1,10,8090,3,162,Mobile,Minor,TripAdvisor,0,2024,11,4,0,684,D,176.0,S,1,7.745002803515839,0.0,7.04141166379481,0.6931471805599453,2.3978952727983707,3462,8.149890544402423,4,1,0,0
105734,,AsiaPacific,1.0,Relaxation,30.0,0.0,0,0,0,0,0,7777,4,67,Phone,Young,Google,1,2024,7,2,0,549,F,799.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
180275,PromoA,Europe,0.0,Adventure,29.0,0.0,0,12563,0,3,5057,4489,3,298,TravelAgent,Young,Instagram,0,2024,7,5,1,559,B,297.0,P,1,0.0,9.438590860658538,0.0,1.3862943611198906,8.52872642722991,17623,9.777016888482178,3,0,0,0
496723,,Americas,0.0,Relaxation,36.0,0.0,0,192,204,559,3,3781,2,264,Corporate,Middle,Google,0,2024,9,5,1,615,G,1457.0,S,1,0.0,5.262690188904886,5.3230099791384085,6.327936783729195,1.3862943611198906,958,6.8658910748834385,4,1,0,0
980992,PromoB,Americas,1.0,Wellness,24.0,0.0,0,0,0,0,0,6463,5,138,Phone,Young,TV,1,2024,12,5,1,727,G,1438.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
431294,,Europe,1.0,Relaxation,22.0,0.0,0,0,0,0,0,685,5,345,Corporate,Young,Friend,1,2024,6,6,1,532,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
797853,,Americas,0.0,Wellness,19.0,0.0,10,24,0,0,565,7226,4,99,Corporate,Young,TripAdvisor,0,2024,6,1,0,534,F,1444.0,S,1,2.3978952727983707,3.2188758248682006,0.0,0.0,6.338594078203183,599,6.396929655216146,3,1,0,0
270911,PromoA,Europe,0.0,Relaxation,20.0,0.0,0,3,0,1271,2630,1979,2,262,Phone,Young,TikTok,1,2024,5,5,1,503,C,187.0,S,1,0.0,1.3862943611198906,0.0,7.148345743900068,7.875119281040293,3904,8.270013062273787,3,0,0,0
841122,,AsiaPacific,1.0,,43.0,0.0,0,0,0,0,0,3506,3,305,TravelAgent,Middle,TripAdvisor,1,2024,6,6,1,532,E,311.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
345243,,Americas,0.0,Relaxation,18.0,0.0,22,0,681,0,1,3357,1,98,Corporate,Minor,Facebook,1,2023,2,5,1,55,G,1334.0,P,1,3.1354942159291497,0.0,6.525029657843462,0.0,0.6931471805599453,704,6.558197802812269,3,1,0,0
498988,,,0.0,Relaxation,24.0,0.0,0,0,17,0,793,9884,5,112,TravelAgent,Young,Google,0,2024,12,1,0,716,G,430.0,P,1,0.0,0.0,2.8903717578961645,0.0,6.677083461247136,810,6.698268054115413,2,1,1,0
390853,,Americas,0.0,Relaxation,19.0,0.0,0,0,699,18,86,4054,3,286,Phone,Young,Friend,1,2024,12,5,1,706,F,917.0,S,1,0.0,0.0,6.551080335043404,2.9444389791664403,4.465908118654584,803,6.6895992691789665,3,1,0,0
956795,,Americas,1.0,Relaxation,24.0,0.0,0,0,0,0,0,9228,3,11,TravelAgent,Young,TV,1,2024,6,1,0,527,G,1086.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
298373,,Americas,0.0,Relaxation,19.0,0.0,0,561,10,0,161,5230,2,198,Phone,Young,Google,1,2024,5,5,1,503,F,156.0,S,1,0.0,6.331501849893691,2.3978952727983707,0.0,5.087596335232384,732,6.597145701886651,3,1,0,0
191070,PromoB,Europe,1.0,Relaxation,34.0,0.0,0,0,0,0,0,9222,2,174,Phone,Middle,Google,1,2024,7,6,1,553,C,147.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
359178,PromoB,AsiaPacific,0.0,Relaxation,22.0,0.0,886,55,0,0,235,4169,3,285,Corporate,Young,Yelp,0,2024,6,5,1,524,F,819.0,P,1,6.787844982309579,4.02535169073515,0.0,0.0,5.4638318050256105,1176,7.0707241072602764,3,0,0,0
749654,,Europe,0.0,Relaxation,36.0,1.0,530,5085,1,146,872,5120,2,56,Corporate,Middle,TripAdvisor,1,2023,12,4,0,355,C,22.0,S,1,6.274762021241939,8.534246945982066,0.6931471805599453,4.990432586778736,6.771935555839602,6634,8.800113946766308,5,1,0,0
861716,,Americas,0.0,Relaxation,24.0,0.0,9,769,9,0,0,8059,5,300,Website,Young,Instagram,0,2024,12,1,0,709,E,508.0,S,1,2.302585092994046,6.646390514847729,2.302585092994046,0.0,0.0,787,6.669498089857879,3,1,0,0
688858,PromoB,Europe,0.0,Relaxation,36.0,0.0,2,1297,0,4,0,3388,4,282,Mobile,Middle,TikTok,1,2024,5,1,0,506,A,32.0,S,1,1.0986122886681098,7.168579897264035,0.0,1.6094379124341003,0.0,1303,7.1731917424865985,3,0,0,0
419330,PromoB,Americas,0.0,Relaxation,24.0,0.0,711,0,0,59,57,7974,2,167,TravelAgent,Young,Instagram,0,2024,2,6,1,413,F,282.0,P,1,6.568077911411976,0.0,0.0,4.0943445622221,4.060443010546419,827,6.71901315438526,3,0,0,0
232166,,AsiaPacific,1.0,Adventure,17.0,0.0,0,0,0,0,0,6577,5,37,Mobile,Minor,TikTok,1,2023,8,5,1,237,D,107.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
284654,PromoA,AsiaPacific,1.0,Relaxation,26.0,0.0,0,0,0,0,0,7835,3,81,TravelAgent,Young,TV,0,2024,4,0,0,463,E,281.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
321268,,Americas,1.0,Relaxation,34.0,0.0,0,0,0,0,0,3704,4,218,Website,Middle,Facebook,1,2024,12,1,0,709,G,1177.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
215430,PromoB,Americas,1.0,Relaxation,58.0,0.0,0,0,0,0,0,7037,5,130,TravelAgent,Senior,Friend,0,2023,8,4,0,236,G,92.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
861937,PromoA,AsiaPacific,0.0,Relaxation,29.0,1.0,20,642,1902,642,3,4673,3,302,Mobile,Young,Yelp,1,2024,4,5,1,482,F,911.0,S,1,3.044522437723423,6.466144724237619,7.551186867296149,6.466144724237619,1.3862943611198906,3209,8.07402621612406,5,0,0,0
794919,,Europe,1.0,Adventure,33.0,0.0,0,0,0,0,0,6219,3,139,Corporate,Middle,Instagram,1,2024,2,5,1,405,E,590.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
240305,,Americas,0.0,Adventure,19.0,0.0,0,0,717,1,0,337,4,96,Corporate,Young,Instagram,1,2024,10,3,0,648,E,579.0,S,1,0.0,0.0,6.576469569048224,0.6931471805599453,0.0,718,6.577861357721047,2,1,0,0
945188,PromoA,Americas,0.0,Adventure,14.0,0.0,0,151,603,1,0,1403,2,219,TravelAgent,Minor,Instagram,1,2024,1,4,0,383,G,755.0,S,1,0.0,5.0238805208462765,6.403574197934815,0.6931471805599453,0.0,755,6.628041376179533,3,0,0,0
541811,PromoB,Americas,1.0,Relaxation,33.0,0.0,0,0,0,0,0,4983,3,57,TravelAgent,Middle,Google,1,2024,6,0,0,526,G,641.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
515798,PromoA,AsiaPacific,1.0,Relaxation,16.0,0.0,0,0,0,0,0,7275,1,166,Corporate,Minor,Instagram,1,2024,2,3,0,403,D,124.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
420919,,Americas,0.0,Relaxation,17.0,0.0,18,10,73,0,1049,5337,1,230,Mobile,Minor,TripAdvisor,0,2024,12,3,0,711,F,1214.0,P,1,2.9444389791664403,2.3978952727983707,4.30406509320417,0.0,6.956545443151569,1150,7.048386408721883,4,1,0,0
122446,,AsiaPacific,0.0,Relaxation,14.0,0.0,246,0,62,0,0,2164,1,70,Phone,Minor,Twitter,1,2024,8,5,1,601,D,172.0,P,1,5.5093883366279774,0.0,4.143134726391533,0.0,0.0,308,5.733341276897746,2,1,0,0
192433,PromoA,AsiaPacific,1.0,Relaxation,42.0,0.0,0,0,0,0,0,1140,1,68,TravelAgent,Middle,Yelp,1,2023,9,6,1,266,D,124.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
493732,PromoA,Americas,0.0,Relaxation,20.0,0.0,213,0,199,0,584,322,3,122,Corporate,Young,Instagram,0,2024,12,2,0,717,F,261.0,P,1,5.365976015021851,0.0,5.298317366548036,0.0,6.371611847231857,996,6.904750769961838,3,0,0,0
745035,PromoA,AsiaPacific,0.0,Adventure,35.0,0.0,319,0,6331,8,0,8791,4,229,Corporate,Middle,Magazine,1,2024,7,5,1,566,F,1635.0,S,1,5.768320995793772,0.0,8.753371421000903,2.1972245773362196,0.0,6658,8.803724602110622,3,0,0,0
392916,PromoB,Americas,1.0,Relaxation,,0.0,0,0,0,0,0,5604,4,59,Corporate,,Facebook,1,2024,2,5,1,405,G,452.0,P,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
736419,PromoA,Americas,1.0,Adventure,47.0,0.0,0,0,0,0,0,4954,2,332,Corporate,Senior,Facebook,0,2023,11,0,0,323,G,532.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
663345,,Americas,0.0,Relaxation,16.0,0.0,296,458,725,0,0,9839,2,282,Mobile,Minor,Yelp,1,2023,2,5,1,34,F,1090.0,S,1,5.6937321388027,6.129050210060545,6.587550014824796,0.0,0.0,1479,7.299797366758161,3,1,0,0
635775,,Europe,1.0,Relaxation,,0.0,0,0,0,0,0,1195,2,275,Corporate,,Google,1,2024,1,5,1,384,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
213322,,Europe,0.0,Wellness,55.0,1.0,0,102,0,278,5353,5135,2,265,Mobile,Senior,Facebook,0,2024,10,6,1,651,C,143.0,P,1,0.0,4.634728988229636,0.0,5.631211781821365,8.585599224080298,5733,8.654168646443315,3,1,0,0
768594,PromoA,Americas,0.0,Relaxation,,0.0,604,251,251,147,2,9723,5,288,Phone,Young,Google,0,2023,3,3,0,74,F,1742.0,S,0,6.405228458030842,5.529429087511423,5.529429087511423,4.997212273764115,1.0986122886681098,1255,7.135687347028144,5,0,0,0
240905,,AsiaPacific,0.0,Relaxation,20.0,0.0,489,126,663,214,0,6137,1,289,TravelAgent,Young,Email,0,2024,6,2,0,535,F,1131.0,P,1,6.194405391104672,4.844187086458591,6.498282149476434,5.3706380281276624,0.0,1492,7.30854279753919,4,1,0,0
443275,PromoA,Americas,0.0,Relaxation,52.0,0.0,0,837,1,2,8,4906,2,274,Phone,Senior,TV,0,2024,7,5,1,552,G,790.0,P,1,0.0,6.731018100482083,0.6931471805599453,1.0986122886681098,2.1972245773362196,848,6.744059186311348,4,0,0,0
149923,PromoA,AsiaPacific,0.0,Relaxation,14.0,0.0,1737,0,336,0,0,518,4,156,Phone,Minor,Friend,0,2023,7,6,1,203,E,575.0,P,1,7.460490305825338,0.0,5.820082930352362,0.0,0.0,2073,7.637234388789473,2,0,0,0
255439,,Americas,1.0,Adventure,18.0,0.0,0,0,0,0,0,6051,3,87,Phone,Minor,TV,1,2024,6,2,0,521,G,1064.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
900740,PromoA,Americas,1.0,Relaxation,7.0,0.0,0,0,0,0,0,3066,3,312,TravelAgent,Minor,Pinterest,0,2024,3,5,1,447,G,1341.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
280538,,Europe,1.0,Relaxation,26.0,0.0,0,0,0,0,0,2837,2,64,Phone,Young,Radio,1,2024,7,4,0,558,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
318587,,AsiaPacific,1.0,Relaxation,39.0,0.0,0,0,0,0,0,6487,1,179,Website,Middle,TV,1,2024,12,2,0,717,F,643.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
447709,,Americas,1.0,Wellness,18.0,0.0,0,0,0,0,0,2927,2,270,TravelAgent,Minor,Google,1,2024,7,5,1,552,G,390.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
526663,PromoB,Americas,0.0,Relaxation,33.0,0.0,457,0,0,0,445,3505,3,351,Phone,Middle,Friend,0,2024,6,4,0,537,F,1173.0,S,1,6.126869184114185,0.0,0.0,0.0,6.100318952020064,902,6.805722553416985,2,0,0,0
681834,,Europe,0.0,Adventure,39.0,0.0,10,199,0,6216,101,3674,3,153,TravelAgent,Middle,Facebook,0,2024,8,6,1,595,C,195.0,S,1,2.3978952727983707,5.298317366548036,0.0,8.735042754269337,4.624972813284271,6526,8.783702698635217,4,1,0,0
353025,,Americas,1.0,Wellness,32.0,0.0,0,0,0,0,0,7616,5,40,TravelAgent,Middle,Facebook,1,2024,2,2,0,416,G,71.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
825676,,AsiaPacific,0.0,Relaxation,24.0,0.0,165,0,981,2,0,7164,3,228,Corporate,Young,Radio,1,2024,9,0,0,631,F,585.0,P,1,5.111987788356544,0.0,6.889591308354466,1.0986122886681098,0.0,1148,7.046647277848756,3,1,0,0
178609,PromoB,Europe,1.0,Adventure,28.0,0.0,0,0,0,0,0,531,1,305,Mobile,Young,Facebook,1,2024,8,4,0,593,B,167.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
954335,PromoA,Americas,1.0,Wellness,67.0,0.0,0,0,0,0,0,6711,1,145,Mobile,Elderly,Billboard,1,2023,6,3,0,172,G,1231.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
157294,,Americas,1.0,Relaxation,21.0,0.0,0,0,0,0,0,81,2,114,Mobile,Young,Podcast,1,2023,1,4,0,5,G,1000.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
369427,,,1.0,Adventure,44.0,0.0,0,0,0,0,0,5195,5,196,TravelAgent,Middle,Google,1,2024,2,1,0,401,B,340.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,0
486869,PromoB,Europe,0.0,Relaxation,49.0,0.0,0,3991,298,289,2740,1064,1,322,TravelAgent,Senior,Google,0,2024,5,2,0,507,B,188.0,P,1,0.0,8.292047637431354,5.700443573390687,5.66988092298052,7.916078096302786,7318,8.898228985601227,4,0,0,0
243771,PromoB,Americas,1.0,,27.0,0.0,0,0,0,0,0,7247,3,279,Mobile,Young,Billboard,1,2023,8,5,1,237,G,1239.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
881564,PromoB,Europe,0.0,Adventure,26.0,0.0,1370,741,13,0,4724,9832,1,121,Corporate,Young,Email,0,2023,12,0,0,337,C,68.0,P,1,7.223295679562314,6.60934924316738,2.6390573296152584,0.0,8.460622839927844,6848,8.831857935197906,4,0,0,0
138557,PromoB,Europe,0.0,Relaxation,30.0,0.0,0,3004,0,1018,0,3052,4,29,Website,Young,Yelp,0,2024,5,1,0,506,A,5.0,P,1,0.0,8.008032846969307,0.0,6.926577033222725,0.0,4022,8.299783171949787,2,0,0,0
415738,PromoB,AsiaPacific,0.0,Wellness,56.0,0.0,382,0,1356,0,171,9596,1,317,Corporate,Senior,TripAdvisor,0,2023,1,2,0,10,F,964.0,P,1,5.948034989180646,0.0,7.213031659834869,0.0,5.147494476813453,1909,7.554858521040676,3,0,0,0
646555,,Europe,1.0,Adventure,25.0,0.0,0,0,0,0,0,8188,3,104,Phone,Young,Facebook,1,2023,2,1,0,44,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
582352,,Americas,0.0,Relaxation,19.0,0.0,0,0,0,888,0,6681,2,134,Phone,Young,Facebook,0,2023,2,2,0,38,G,954.0,S,1,0.0,0.0,0.0,6.790097235513905,0.0,888,6.790097235513905,1,1,0,0
393844,PromoB,AsiaPacific,1.0,Relaxation,64.0,0.0,0,0,0,0,0,9414,5,60,Phone,Elderly,Podcast,1,2023,8,0,0,239,F,372.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
808617,PromoB,Americas,1.0,Relaxation,,0.0,0,0,0,0,0,1425,3,248,TravelAgent,,TripAdvisor,1,2023,7,0,0,204,G,981.0,S,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
255304,PromoA,Americas,0.0,Adventure,53.0,0.0,8,0,236,0,2049,3512,2,151,TravelAgent,Senior,Google,0,2024,1,5,1,384,F,613.0,S,1,2.1972245773362196,0.0,5.4680601411351315,0.0,7.6255950721324535,2293,7.738052297689316,3,0,0,0
155444,PromoB,Americas,0.0,Relaxation,24.0,0.0,0,201,0,0,603,5046,4,139,TravelAgent,Young,Yelp,0,2024,1,6,1,385,F,328.0,S,1,0.0,5.308267697401205,0.0,0.0,6.403574197934815,804,6.690842277418564,2,0,0,0
590310,PromoB,AsiaPacific,0.0,Relaxation,38.0,1.0,339,0,1355,0,0,67,4,165,Phone,Middle,TripAdvisor,0,2023,2,6,1,42,E,252.0,S,1,5.8289456176102075,0.0,7.212294468500341,0.0,0.0,1694,7.43543801981455,2,0,0,0
395626,PromoA,AsiaPacific,0.0,Relaxation,36.0,0.0,636,0,168,1795,0,2333,1,284,Phone,Middle,Facebook,0,2023,7,3,0,193,F,1231.0,S,1,6.456769655572163,0.0,5.1298987149230735,7.493317248862145,0.0,2599,7.8632667240095735,3,0,0,0
548351,PromoA,Americas,0.0,Relaxation,21.0,0.0,737,4,27,8,0,6286,4,279,Website,Young,Friend,0,2024,10,3,0,648,F,278.0,P,1,6.6039438246004725,1.6094379124341003,3.332204510175204,2.1972245773362196,0.0,776,6.655440350367647,4,0,0,0
429341,,Europe,1.0,Relaxation,63.0,0.0,0,0,0,0,0,5703,4,303,Website,Elderly,Google,1,2023,12,3,0,361,B,99.0,S,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
509462,PromoA,Americas,0.0,Adventure,18.0,0.0,749,0,74,0,0,4720,1,340,Mobile,Minor,TripAdvisor,0,2024,1,0,0,365,F,1154.0,P,1,6.620073206530356,0.0,4.31748811353631,0.0,0.0,823,6.714170529909472,2,0,0,0
402698,,AsiaPacific,0.0,Relaxation,35.0,0.0,0,0,0,0,0,9290,5,247,Mobile,Middle,Yelp,0,2023,8,3,0,221,E,542.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,0,0
331590,,AsiaPacific,0.0,Relaxation,27.0,0.0,20,0,1000,36,0,6897,3,242,TravelAgent,Young,Google,1,2024,1,1,0,380,D,206.0,S,1,3.044522437723423,0.0,6.90875477931522,3.6109179126442243,0.0,1056,6.963189985870238,3,1,0,0
988773,PromoB,Americas,1.0,Relaxation,34.0,0.0,0,0,0,0,0,581,1,234,Mobile,Middle,Pinterest,0,2024,1,5,1,370,G,1489.0,P,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0
644143,,,1.0,Relaxation,11.0,0.0,0,0,0,0,0,2351,4,21,Phone,Minor,Friend,1,2024,2,3,0,403,,,,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1,1,0
592127,,Americas,0.0,Relaxation,,0.0,282,8,337,0,0,1224,1,298,Mobile,,Email,0,2024,11,5,1,692,G,775.0,S,0,5.645446897643238,2.1972245773362196,5.823045895483019,0.0,0.0,627,6.4425401664681985,3,1,0,0
784743,PromoB,Europe,0.0,Relaxation,22.0,0.0,0,1531,0,369,2969,4836,5,179,Website,Young,Instagram,0,2024,7,1,0,569,B,57.0,S,1,0.0,7.3343293503005365,0.0,5.91350300563827,7.996317231796746,4869,8.490849216076635,3,0,0,0
745690,,Europe,0.0,Adventure,36.0,1.0,13,196,3,0,12323,8628,4,175,TravelAgent,Middle,Google,0,2024,1,4,0,383,C,205.0,S,1,2.6390573296152584,5.2832037287379885,1.3862943611198906,0.0,9.419303859716559,12535,9.436359784035856,4,1,0,0
